"keyword";"search_date";"closest_date";"organic_position";"asin";"country";"title";"listed_since";"price";"currency";"seller_name";"seller_id";"reviews";"avg_review";"keywords_count";"private_label_amazon";"amazon_seller"
"bed sheets";"2022-11-01";"2023-06-29";23;"B0B53X5W72";"de";"NatureMark Basic 2er Set Jersey Spannbettlaken 90 x 190 cm - 100 x 200 cm - 25 cm Steg - 100x200cm Spannbetttuch - 100% Baumwolle, Anthrazit/Dunkel grau";"2022-06-25";20,49;"EUR";"cottonrich";"A76EUCIHISEKS";680;4,2;467;0;0
"chocolate";"2022-11-01";"2023-06-29";3;"B06W9NYRDC";"de";"M&M's Peanut, Schokoladen Großpackung, 24 x 45g, Erdnussgeschmack Schokolinsen, Schokoladen Geschenk (1080g)";"2009-10-18";19,79;"EUR";"PB-ViGoods";"ADBIN7JOKZABU";8862;4,6;2142;0;0
"bluetooth speaker";"2022-11-01";"2023-06-29";1;"B01MTB55WH";"de";"Anker SoundCore 2 Bluetooth Lautsprecher, Enormer mit Dualen Bass-Treibern, 24h Akku, Verbesserter IPX7 Wasserschutz, Kabelloser, für iPhone, galaxy usw.(Schwarz)";"2017-01-22";29,99;"EUR";"AnkerDirect DE";"A2PGPJL0BBLHLX";134311;4,6;32537;0;0
"salt";"2022-11-01";"2023-06-29";-1;"B073NPQ86V";"de";"ZOLMER Gewürzmühle 2er Set mit einstellbarem Keramikmahlwerk - Pfeffermühle Edelstahl Pfeffermühle Pfeffermühle Salzmühle Pfeffermühle Salz Pfeffer Mühle";"2017-06-30";19,99;"EUR";"Zolmer";"A3GPKLJQKU2ZW2";9711;4,5;3357;0;0
"laptop bag";"2022-11-01";"2023-06-29";12;"B093NY4FT9";"de";"Groß Herren Laptop Rucksack 17 Zoll Laptoptasche für Schule Arbeit mit USB Ladeanschluss Wasserdicht Business Reisen Notebook Tasche Schulrucksack für Männer Frauen Jungen Teenager Schwarz";"2022-06-01";41,99;"EUR";"WENIG Direct";"AUOZF7MS2FULJ";3372;4,6;5922;0;0
"dumbbells";"2022-11-01";"2023-06-29";1;"B09MJGKLQQ";"de";"Miweba Sports Neopren Hantelset NKH100 | ????? Hanteln - 0.5-10.0 Kg - Hexagon Hanteln Set - Kurzhanteln - Kurzhantel Set - Gymnastikhanteln - Hantel Set - Dumbbell";"2021-11-24";15,29;"EUR";"Miweba GmbH";"A36PKRM54TTWB8";1683;4,6;1321;0;0
"desk";"2022-11-01";"2023-06-29";-1;"B0B4FRKDCQ";"de";"EUREKA ERGONOMIC Höhenverstellbarer Schreibtisch 155x110 cm Großer Eckschreibtisch Höhenverstellbar Schreibtisch Höhenverstellbar Elektrisch L Form mit Tastaturablage, LED Monitorständer";"2022-06-18";669;"EUR";"Eureka LLC EU";"A32OROY9YNOPO8";174;4,5;43;0;0
"coffee";"2022-11-01";"2023-06-26";-1;"B09SZF9FQ3";"de";"NESPRESSO ORIGINAL, Auswahl an Espresso und Lungo Kaffees, Helle bis dunklere Röstungen, Kompatibel mit ORIGINAL Kapselmaschinen, Kapsel Set aus 100 Kaffeekapseln";"2022-03-15";42,16;"EUR";"Nespresso Deutschland GmbH";"A3BZ4WZM0WQ9NM";1164;4,7;2083;0;0
"socks";"2022-11-01";"2023-06-29";34;"B00FUY3J1I";"de";"PUMA Unisex Sneakers Socken Sportsocken 6er Pack (39-42, black/black)";"2013-06-12";14,84;"EUR";"BasicBrands";"A1SKKJV7IBP82T";497;4,6;4026;0;0
"paper towels";"2022-11-01";"2023-06-29";37;"B006O89P80";"de";"Kleenex Ultra große Papierhandtücher mit Interfold Faltung 6778 – 2-lagige Papiertücher mit V-Faltung – 15 Packungen x 124 Handtücher (1860 Falthandtücher) weich, komfortabel,absorbierend und reißfest";"2010-02-16";59,5;"EUR";"PxD Praxis-Discount GmbH";"ARYSVB440YMHC";280;4,6;90;0;0
"coffee";"2022-11-01";"2023-06-26";7;"B0015PFHLG";"de";"Joerges dark_roast, Espresso Gorilla Crema No.1, 1 kg";"2008-03-09";23,49;"EUR";"Knuspr";"A3VRTB8LVNHNQ0";2488;4,5;5511;0;0
"coconut oil";"2022-11-01";"2023-06-29";11;"B07CXFD7PS";"de";"GreatVita MCT Öl auf Kokosölbasis 2x 500 ml | C8 & C10 Fettsäuren, Premium Qualität - 70% Caprylsäure & 30% Caprinsäure";"2016-07-20";24,99;"EUR";"mituso";"A3SWWZQWSIEIXJ";6943;4,7;2040;0;0
"mens underwear";"2022-11-01";"2023-06-29";38;"B00I6LTO8E";"de";"HEAD Men Boxershort Basic Boxer 8er Pack";"2012-12-31";35,9;"EUR";"sneakerprofi";"A9D13H9A19P8L";1197;4,5;522;0;0
"mirror";"2022-11-01";"2023-06-29";18;"B0BFWCQRWW";"de";"Koonmi Standspiegel mit abgerundeten Ecken, 53 x 163 cm runden Ecken Ganzkörperspiegel mit Ständer, großer Fußboden Standspiegel Ganzkörperspiegel Wand Hänger für Schlafzimmer, Wohnzimmer, Gold";"2022-09-20";62;"EUR";"KoonmiEU";"A2B1GQT32FBVYU";795;4,3;1303;0;0
"long sleeve t shirt men";"2023-08-01";"2024-03-28";39;"B08DJ9HTW2";"de";"FULL TIME SPORTS® Tech 6Er-Pack Sortierte Kurzärmlige, Freizeit Oberteile, Multipack, Herren-T-Shirts Mit Rundhalsausschnitt";"";40,99;"EUR";"WEST34";"AE2GQHDV6F429";12421;4,4;170;0;0
"keyboard";"2022-11-01";"2023-06-29";11;"B09XTDQZ19";"de";"MUSTAR E Piano Digital 88 Tasten, Keyboard mit halbgewichteten & Bluetooth, Portable Set mit Sustain Pedal, Keyboardständer und Tragetasche, Schwarz";"2022-04-13";190,54;"EUR";"SuperworthboutiqueDE";"AUDM1OZFTNQOM";116;4;1171;0;0
"shelf";"2022-11-01";"2023-06-29";36;"B08NWVJNZS";"de";"VASAGLE Regal, Bücherregal, Standregal, DVD-Regal, mit 6 Ebenen, Büroregal, offene Ablagen, für Büro, Wohnzimmer, Schlafzimmer, Küche, 30 x 40 x 186 cm, vintagebraun-tintenschwarz LLS101B01";"2020-11-20";51,99;"EUR";"SONGMICS HOME DE";"A3W1YAJZVE78ZY";7508;4,8;8331;0;0
"dishwasher pods";"2022-11-01";"2023-01-21";14;"B09KC6L5BL";"de";"Somat Classic Spülmaschinen Tabs, 270 (2x 135) Tabs, Sparpack, Geschirrspül Tabs für die tägliche Reinigung von Besteck und Geschirr, mit Extra-Kraft und Schutz vor Glaskorrosion";"2021-10-26";48,9;"EUR";"Bürowelt-Blank";"A372TBCN8N7DJJ";3781;4,7;81;0;0
"sleeping bag";"2022-11-01";"2023-06-26";1;"B07R4F71RZ";"de";"SOULOUT Schlafsack 3-4 Jahreszeiten - Wasserdichter Leichter Deckenschlafsack für Camping, Reisen und Outdoor-Aktivitäten -Ideal für Erwachsene und Kinder - 220 x 83 cm";"2019-04-25";39,99;"EUR";"M-Lity";"A1JUIHJ6BTOVDH";2644;4,5;5953;0;0
"office chair";"2022-11-01";"2023-06-29";38;"B09N94H2GD";"de";"hjh OFFICE XXL Drehstuhl bis 220 kg belastbar Instructor T I PRO Stuhl Schwerlast Bürostuhl, Stoff/Netz Schwarz/Titan 691003";"2021-12-08";539,9;"EUR";"hjh OFFICE";"A2Z7S432BGS21A";105;3,9;235;0;0
"dog food";"2022-11-01";"2023-06-26";8;"B07KMKQSBQ";"de";"JOSERA SensiPlus (5 x 900 g) | Adult | Premium Trockenfutter für ausgewachsene empfindliche Hunde | Ente & Reis | mit viel Biotin für gesunde Haut & Fell | weizenfrei | Hundefutter | 5er Pack";"2018-12-17";23,99;"EUR";"Josera & Green Petfood - foodforplanet";"A1JP2XHGRR7LZ1";7447;4,6;354;0;0
"robe";"2022-11-01";"2023-06-29";27;"B01HAI75LG";"de";"ZOLLNER Bademantel lang - hautfreundlich und super saugstark - für Damen und Herren - Baumwolle - Größe XS-6XL - waschbar bis 95°C - Hotelqualität - Oeko Tex® zertifiziert, 020";"2021-05-18";34,99;"EUR";"Zollner24";"A2P7S29SZEQTZX";6660;4,4;1156;0;0
"bed sheets";"2022-11-01";"2023-06-29";26;"B0988577X8";"de";"Buymax® Spannbettlaken 140x200cm Baumwolle 100% Spannbetttuch Bettlaken Jersey, Matratzenhöhe bis 25 cm, Farbe Anthrazit ÖKO TEX Standard";"2021-06-29";10,19;"EUR";"BUYMAX";"A3PD83WB8PTVW1";26414;4,4;1411;0;0
"fish oil";"2022-11-01";"2023-06-29";-1;"B07B4DGLP4";"de";"Arctic Blue Omega 3 Fischöl – 150 ml flüssig – MSC-Zertifiziert – hochdosiert mit DHA, EPA und Vitamin D – ohne Aufstoßen oder Fischgeruch – arktisches Fischöl – Orangengeschmack";"2018-02-27";19,9;"EUR";"Arctic Blue Omega";"A3441VR86R2NXR";211;4,3;1315;0;0
"coconut oil";"2022-11-01";"2023-06-29";32;"B00A8VQ5D2";"de";"Parachute 100 % reines und natürliches unraffiniertes Kokosnussöl | Keine Chemikalien und zugesetzte Konservierungsstoffe | 100 ml";"2016-05-04";9,99;"EUR";"Vanityy Store";"A3IB1CJE84D4AE";3103;4,2;19;0;0
"paper towels";"2022-11-01";"2023-06-29";45;"B00A7SQ9B4";"de";"Tork grüne Zickzack Papierhandtücher Advanced 290179 - H3 Falthandtücher für Papierhandtuchspender - saugfähig und reißfest, 2-lagig, grün - 15 x 250 Tücher";"2012-11-15";43,97;"EUR";"Selfcare-Bodensee";"A1947FBKAYISCH";221;4,7;891;0;0
"shower curtain";"2022-11-01";"2023-06-29";4;"B083HTMZ2Y";"de";"Furlinic 180x200 Duschvorhang aus Stoff, Badvorhang Anti-schimmel und Waschbar, Textile Vorhänge in Badezimmer für Badewanne und Dusche,Dunkelgraue Duschvorhänge mit 12 Duschvorhangringe.";"2020-01-05";12,99;"EUR";"newpower";"A1FVHR2G6JSNIA";16191;4,3;1257;0;0
"salt";"2022-11-01";"2023-06-29";5;"B07QXTL96Q";"de";"Charlemagne Sea Salt Spray - 200 ml, Starker Halt, Mediterranean Breeze-Duft - Beach Look Meersalzspray für Haare - Volumenspray & Texture Spray - Salzspray für Haare - Made in Germany";"2020-10-21";16,99;"EUR";"Charlemagne Premium";"A2C84QJX6MJ5VL";3066;4;2885;0;0
"ziploc bags";"2022-11-01";"2023-03-22";-1;"B0843T7TL4";"de";"50 x Premium-Gefrierbeutel zur Aufbewahrung von Lebensmitteln von XupZip™ | 2,27 L, wiederverwendbar, Hochleistungskunststoff | Luftdichter & auslaufsicherer Bambusverschluss | BPA-frei";"2020-05-24";12,99;"EUR";"XupZip";"A3KB8OZNYCINQY";4413;4,6;605;0;0
"chocolate";"2022-11-01";"2023-06-29";-1;"B08MZ1X81Y";"de";"Riesen Milka Schokoladentafel personalisiert mit Botschaft - Vatertagsgeschenk für Papa, personalisierte geschenke mit Milka Schokoladentafeln (6 Tafeln)";"2021-01-27";29,95;"EUR";"YourSurprise";"A3P7O115QDJNMY";4167;4,6;10122;0;0
"dishwasher pods";"2022-11-01";"2023-01-21";2;"B09HV58YR5";"de";"Finish Ultimate Infinity Shine Citrus Spülmaschinentabs – Geschirrspültabs für ultimative Reinigung, Fettlösekraft und Glanz mit Schutzschild – Gigapack mit 160 Tabs";"2021-11-03";35,99;"EUR";"Pennguin-DE-Home";"A2CL7504NX5BV9";9293;4,7;3863;0;0
"coffee";"2022-11-01";"2023-06-26";47;"B09C91R3Y7";"de";"Blank Roast - EINZIG - 1kg - BIO Kaffeebohnen koffeinfrei - 100% Arabica aus Peru - schonend & umweltfreundlich entkoffeiniert - säurearm mit voller Crema - ideal für jede Zubereitungsart";"2022-11-23";38,9;"EUR";"Blank Roast Manufaktur";"A2RXXRNK2MYQT7";177;4,3;2036;0;0
"shower curtain";"2022-11-01";"2023-06-29";15;"B076Z8PH5R";"de";"ecooe Duschvorhänge 3D Rhombus Duschvorhang Transparent 100% Eva-Material Wasserdicht Anti Schimmel, 180 x 200cm mit 12 Ringe Badvorhang für Badezimmer, Dicke 0,15 mm";"2017-10-30";15,98;"EUR";"Dasen EU";"A21FRRTYBIGMA1";2475;4,5;1442;0;0
"patio furniture";"2022-11-01";"2023-06-29";3;"B0B1MG6TMS";"de";"KESSER® Polyrattan Lounge Aruba - Gartenlounge für 3-4 Personen Gartenmöbel-Set Sitzgruppe aus 3er Gartensofa, Sessel, Hocker und Beistelltisch mit Sitzkissen - Garten, Terrasse, Balkon, Anthrazit";"2022-05-18";279,8;"EUR";"WMK Trading GmbH";"A35R3AFD5OLVO7";472;3,8;6144;0;0
"dishwasher pods";"2022-11-01";"2023-01-21";39;"B07X7MJCWG";"de";"Finish Ultimate Quantum Reinigungsmittel für Spülmaschine – 52 Tabs";"2019-09-02";29,92;"EUR";"Sibastore GmbH";"A2D6R596KIJH7D";8933;4,8;47;0;0
"lingerie for women";"2022-11-01";"2023-01-23";5;"B0BC161Z4C";"de";"Sexy Body Dessous Damen Babydoll Body Damen Sexy Spitze Unterwäsche Teddy Bodysuit Tiefer V-Ausschnitt Reizwäsche One Piece Erotische Lingerie Negligee";"2022-08-26";9,99;"EUR";"SIA Deals and Solution";"A1Y8YX4EDRSECQ";1129;3,8;1303;0;0
"trash bags";"2022-11-01";"2023-06-29";35;"B07QPVK69R";"de";"Greener Walker 6L-150Beutel 100% Kompostierbare biologisch abbaubar Müllbeutel 6L/10L/30L Küchen Lebensmittel Abfallbeutel mit EN13432 Zertifizierung";"2020-06-21";13,99;"EUR";"YORJA Direct";"AVBGD8KLKQZ2F";14227;4,4;1790;0;0
"swimsuit";"2022-11-01";"2023-06-29";17;"B0BSFFB84P";"de";"Dokotoo Damen Badeanzug V-Ausschnitt Rückenfrei Sexy Bademode Raffung Bauchweg Einteilige Strandmode Swimsuit S-XXL";"";35,99;"EUR";"DOKOTOO-EU";"A22H453T5XQH8Y";107;4,3;103;0;0
"umbrella";"2022-11-01";"2023-06-29";34;"B09VPQ7QN2";"de";"Doppler Protect Duo Regenschirm I Stabiler Taschenschirm I Auf- / Zu-Automatik I Leicht zu Öffnen & zu Schließen I Carbonsteel-Technik I Robust & sicher bei Regen & Wind";"2023-04-01";29,9;"EUR";"Knirps/doppler Official Store";"A39LOTMN7YXZNE";135;4,5;565;0;0
"desk";"2022-11-01";"2023-06-29";10;"B08DXZ6JJ5";"de";"höhenverstellbarer Schreibtisch elektrisch mit starken Motor, tischgestell höhenverstellbar 2 teiligen Beinen sowie auch 4 Memory-Steuerung Schreibtisch -T1 Pro(Schwarz)";"2020-07-30";149,99;"EUR";"Maidesite Office";"A1PS68G72TAC61";559;4,5;5134;0;0
"diapers";"2022-11-01";"2023-06-29";44;"B08NBGC4G6";"de";"LittleForBig Erwachsenen Windeln 10 Stück-ABDry Weiße Windeln (Large 36""-46"")";"2020-11-10";30,99;"EUR";"Littleforbig";"AC6JEFXM6354T";705;4,5;878;0;0
"tea";"2022-11-01";"2023-06-29";5;"B07VLWN6QJ";"de";"PG TIPS - Schwarzer Tee, 4er pack (4 X 240 PCS)";"2020-07-08";47,98;"EUR";"Pennguin-DE";"A2IJFOLAD6H0K5";2927;4,5;236;0;0
"office chair";"2022-11-01";"2023-06-29";35;"B002WCPJW8";"de";"Bürostuhl/Chefsessel ROVO XP Stoff schwarz";"2009-11-10";399,9;"EUR";"hjh OFFICE";"A2Z7S432BGS21A";67;4,6;339;0;0
"pillow";"2022-11-01";"2023-06-29";23;"B08FCNTV9V";"de";"Kopfkissen 40x60 inSPIRO vom Gewinner des Innovationspreis Ergonomie 2025, Bestes ergonomisches Schlafkissen, Geeignet für Seitenschläfer, Rückenschläfer & Bauchschläfer, Optimales HWS Nacken-Kissen";"2020-06-29";49,95;"EUR";"Third of Life";"A3FH7F3GI3SGH7";3680;4,3;1388;0;0
"printer paper";"2022-11-01";"2023-06-28";-1;"B09RH4DYLY";"de";"aro Recycling-Kopierpapier DIN A4, 80 g/m², grau, 100% Altpapier, 5 x 500 Blatt (2500 Blatt), für Laserdrucker & Tintenstrahldrucker, Home Office & Büro";"2021-03-17";29,99;"EUR";"HL Kauf";"A3VG07SS26LC62";587;4,6;1287;0;0
"earrings";"2022-11-01";"2023-06-29";15;"B07GVDC8VF";"de";"8 Pair Herren Edelstahl Ohrringe, 8mm Edelstahl Ohrclips Emaille Ohrschmuck Piercing Ohr Lünette runde coole Ohrstecker Tunnel Piercing für Männer,";"2018-08-26";9,99;"EUR";"Hongyantech";"AEWOLR2UJODRP";4796;4,3;582;0;0
"tea";"2022-11-01";"2023-06-29";20;"B01MU81FC3";"de";"Barry's Original Blend Tea, 160 Beutel";"2017-10-05";17,94;"EUR";"Forde Retail";"A1SO2Y1JGR75RZ";49;4,8;117;0;0
"face mask";"2022-11-01";"2023-06-26";25;"B086JDVKBJ";"de";"Medi Grade Kühlmaske Gesicht und Kühlende Augenpads – Augenmaske Kühlend mit Geltechnologie, Gesicht, Augen, Augenringe entfernen, Reduziert Schwellungen, Dunkle Ringe, mit Kühltasche";"2021-05-18";19,99;"EUR";"FBGC Limited";"A3FZL3L1FBV66P";3661;4,2;2635;0;0
"coffee";"2022-11-01";"2023-06-26";42;"B079W7D4ZW";"de";"Jacobs Barista Espresso Kaffeebohnen 1kg – Kräftig, Würzig, Kakao & Karamell-Noten, Arabica & Robusta Bohnen, Intensität 8/10, ideal für Espresso oder Latte Macchiato";"2018-03-01";17,99;"EUR";"willkaffeehaben-de";"AI3LJBPNKDQZV";9204;4,5;2644;0;0
"printer paper";"2022-11-01";"2023-06-28";-1;"B000W4FDU6";"de";"PPD 50 x A4 Inkjet Premium Fotopapier 180g Hochglänzend, Sofort Trocken und Wasserfest PPD-24-50";"2014-11-05";9,99;"EUR";"Photo Paper Direct-PPD";"A3250CJ0BKSZR";8033;4,6;1355;0;0
"dog food";"2022-11-01";"2023-06-26";20;"B07XB21Z5C";"de";"Nature's Protection Superior Care Trockenfutter für Hunde - Hypoallergenes Hundefutter für Ausgewachsene, Aller Kleine Und Mini Rassen - Lamm, 1.5kg";"2019-10-05";21,5;"EUR";"ParafarmaciaPET⭐⭐⭐⭐⭐";"A2S3OQQUVK4PTK";1450;4,5;187;0;0
"storage bins";"2022-12-01";"2023-08-01";35;"B094Y5WZY9";"de";"Lifewit 6 Stück 35L Aufbewahrungstasche, Unterbett Aufbewahrungsbox Kleideraufbewahrung, Faltbare Umzugskartons mit Klarem Fenster für Bettdecken Kleidung Decke T-Shirts Kleiderschrank, Grau";"2021-08-17";24,22;"EUR";"Lifewit Home DE";"AZADFLLAA74DN";10547;4,4;1616;0;0
"trash bags";"2022-11-01";"2023-06-29";45;"B08PG1FT16";"de";"Bio-Müllbeutel 30 Liter, 100 St Reissfeste Abfallsäcke, Küchen Lebensmittel Abfallbeutel, 100% Kompostierbar & Biologisch abbaubar Beutel Abfall Tüten aus Maisstärke";"2020-12-02";16,99;"EUR";"Billboo";"A1A0AI0V0R06I9";202;4,4;678;0;0
"shelf";"2022-11-01";"2023-06-29";1;"B086ZCMMLX";"de";"SONGMICS Standregal, Bücherregal, Lagerregal, 5 Ablagen, Küchenregal, Regal, 30 x 75 x 150 cm, bis 650 kg belastbar, verstellbare Ablagen, Industrie-Design, vintagebraun-schwarz GLR030B01";"2020-04-10";28,89;"EUR";"SONGMICS HOME DE";"A3W1YAJZVE78ZY";4465;4,2;10995;0;0
"fish oil";"2022-11-01";"2023-06-29";11;"B00SB0N878";"de";"Omega 3 400 Kapseln (+1 Jahr) - 1.000 mg Fischöl pro Kapsel - Essentielle Omega 3 Fettsäuren mit EPA & DHA - Nachhaltiger Fischfang, Laborgeprüft, ohne Zusätze in Deutschland hergestellt";"2017-08-31";27,99;"EUR";"gloryfeel";"A33SP4QZQK922L";14572;4,6;5606;0;0
"wine glasses";"2022-11-01";"2023-06-29";2;"B00M08IU02";"de";"IKEA SVALKA Rotweingläser aus Klarglas; (30cl); 6 Stück";"2014-09-24";9,99;"EUR";"Elchversand";"A28B5U1FVWM9IJ";3779;4,5;5075;0;0
"yoga mat";"2022-11-01";"2023-06-29";43;"B08NCJZNGK";"de";"SHANTI NATION - Cardio Mat - große Fitnessmatte - lang und breit (2,00 x 1,15 m) - inkl Aufbewahrungstasche - für intensive Workouts - abriebfest - desinfizierbar - mit Schuhen benutzbar";"2020-05-03";139,99;"EUR";"SHANTI NATION";"A1E9DXYQ07DNTE";81;4,4;206;0;0
"bed sheets";"2022-11-01";"2023-06-29";10;"B0BT824Y7S";"de";"STUDIO Basic Spannbettlaken 160x200cm, 100% gekämmte Baumwolle, Oeko-TEX 100, Markenqualität, Bettlaken Spannbetttuch Jersey 160x200 - Grau";"2023-02-26";19,99;"EUR";"L&S Vertrieb";"A11WQQBFQ7PCPD";2958;4,3;143;0;0
"tablet";"2022-11-01";"2023-06-29";5;"B09V7ZTP7T";"de";"Lenovo Tab M10 Plus (3. Gen) Tablet | 10,6'' 2K Touch Display | MediaTek Helio G80 | 4GB RAM | 64GB Speicher | Android 13 | grau";"2022-03-10";179;"EUR";"klucky GmbH";"A3EC0TLUHYUZ8G";1094;4,4;1002;0;0
"solar lights outdoor";"2022-11-01";"2023-06-29";24;"B0B2WT9JHP";"de";"MPJ Solarlampen für Außen, 106 LED Solarleuchte Aussen mit Bewegungsmelder, IP65 Wasserdichte, 120°Beleuchtungswinkel, Solar Wandleuchte für Garten mit 5m Kabel-2 Stücke";"2022-06-01";32,99;"EUR";"CF-STORE";"A1DOX4IXL0RTPZ";8445;4,5;508;0;0
"melatonin";"2022-11-01";"2023-06-29";28;"B0BTPQ68VG";"de";"Doppelherz Melatonin – Trägt zur Linderung der subjektiven Jetlag-Empfindung bei – 120 leicht schluckbare Mini-Tabletten";"2023-02-02";26,4;"EUR";"Bodfeld Apo:Kauf=Einwilligung(9DSGVO),ausf. HIER";"A2AUL9BJVZK6XN";146;4,3;3595;0;0
"dumbbells";"2022-11-01";"2023-06-29";28;"B07V2FV93N";"de";"PROIRON Geruchlose Hexagon Hanteln Mit Stahlkern, Kurzhanteln 12-seitiges Einzigartiges Design Langlebig und Strapazierfähig für Das Tägliche Krafttraining (3Kg 5Kg 8Kg 10Kg 12Kg 16Kg 20Kg 24Kg)";"2019-07-11";33,99;"EUR";"Regent Works";"A2BOTY0Z929MB";810;4,6;727;0;0
"water bottle";"2022-11-01";"2023-06-29";-1;"B0888T9TMM";"de";"720°DGREE Edelstahl Trinkflasche “milkyBottle” - 1L - BPA-Frei, Auslaufsicher, Kohlensäure geeignet - Thermosflasche für Sprudel, Sport, Uni, Schule, Fitness, Outdoor, Camping";"2017-05-16";34,97;"EUR";"Kaave";"A31ZLMAM3XB1Y6";16445;4,7;105;0;0
